victory_status,opening_code,opening_name,rating_gap_class
Resign,B52,Sicilian Defense,101-150
Resign,C53,Italian Game,0-50
Resign,E24,Nimzo-Indian Defense,0-50
Resign,B13,Caro-Kann Defense,0-50
Mate,B50,Sicilian Defense,>250
Resign,C55,Italian Game,201-250
Mate,B00,Owen Defense,>250
Mate,B86,Sicilian Defense,>250
Mate,B13,Caro-Kann Defense,51-100
Mate,C41,Philidor Defense,>250
Resign,B94,Sicilian Defense,0-50
Resign,B20,Sicilian Defense,>250
Resign,C45,Scotch Game,>250
Resign,B23,Sicilian Defense,>250
Mate,B20,Sicilian Defense,101-150
Resign,C44,Scotch Game,101-150
Resign,C43,Russian Game,>250
Mate,B70,Sicilian Defense,151-200
Resign,C41,Philidor Defense,0-50
Out of Time,C44,Scotch Game,101-150
Mate,B72,Sicilian Defense,51-100
Mate,B70,Sicilian Defense,>250
Draw,B20,Sicilian Defense,0-50
Draw,B72,Sicilian Defense,101-150
Mate,B01,Scandinavian Defense,0-50
Draw,B50,Sicilian Defense,51-100
Mate,C40,King's Pawn Game,51-100
Mate,B78,Sicilian Defense,>250
Mate,B95,Sicilian Defense,0-50
Mate,A00,Saragossa Opening,0-50
Mate,B13,Caro-Kann Defense,51-100
Draw,C41,Philidor Defense,0-50
Mate,B21,Sicilian Defense,0-50
Resign,C41,Philidor Defense,101-150
Out of Time,C26,Vienna Game,151-200
Mate,D06,Queen's Gambit,0-50
Resign,C26,Vienna Game,51-100
Resign,A06,Zukertort Opening,51-100
Mate,B11,Caro-Kann Defense,0-50
Resign,D02,Queen's Pawn Game,0-50
Mate,D02,Queen's Pawn Game,51-100
Resign,C00,French Defense,>250
Mate,C65,Ruy Lopez,201-250
Mate,C57,Italian Game,201-250
Resign,B03,Alekhine Defense,0-50
Mate,C68,Ruy Lopez,51-100
Out of Time,A01,Nimzo-Larsen Attack,101-150
Draw,B12,Caro-Kann Defense,101-150
Resign,A01,Nimzo-Larsen Attack,101-150
Draw,B18,Caro-Kann Defense,51-100
Resign,A01,Nimzo-Larsen Attack,0-50
Resign,B10,Caro-Kann Defense,0-50
Mate,A01,Nimzo-Larsen Attack,101-150
Resign,D06,Queen's Gambit,51-100
Resign,A01,Nimzo-Larsen Attack,0-50
Resign,A01,Nimzo-Larsen Attack,0-50
Mate,A01,Nimzo-Larsen Attack,0-50
Resign,B00,Caro-Kann Defense,51-100
Mate,A01,Nimzo-Larsen Attack,0-50
Mate,A01,Nimzo-Larsen Attack,51-100
Mate,B11,Caro-Kann Defense,51-100
Resign,B18,Caro-Kann Defense,0-50
Resign,B12,Caro-Kann Defense,51-100
Resign,A01,Nimzo-Larsen Attack,101-150
Out of Time,B10,Caro-Kann Defense,151-200
Resign,B12,Caro-Kann Defense,51-100
Resign,A01,Nimzo-Larsen Attack,51-100
Resign,A01,Nimzo-Larsen Attack,0-50
Out of Time,A01,Nimzo-Larsen Attack,0-50
Resign,B12,Caro-Kann Defense,0-50
Resign,B10,Caro-Kann Defense,0-50
Out of Time,A01,Nimzo-Larsen Attack,0-50
Out of Time,B13,Caro-Kann Defense,0-50
Resign,A01,Nimzo-Larsen Attack,0-50
Draw,B12,Caro-Kann Defense,0-50
Resign,C41,Philidor Defense,>250
Resign,B13,Caro-Kann Defense,51-100
Draw,B13,Caro-Kann Defense,51-100
Out of Time,A00,Polish Opening,0-50
Resign,B07,Pirc Defense,51-100
Resign,C44,King's Knight Opening,51-100
Resign,C41,Philidor Defense,0-50
Draw,A45,Indian Game,101-150
Resign,C55,Italian Game,0-50
Resign,C50,Italian Game,0-50
Resign,C50,Italian Game,101-150
Draw,C00,French Defense,151-200
Resign,A00,Van't Kruijs Opening,101-150
Resign,B13,Caro-Kann Defense,51-100
Resign,C55,Italian Game,101-150
Mate,C23,Bishop's Opening,>250
Resign,A04,Zukertort Opening,0-50
Resign,B00,Nimzowitsch Defense,0-50
Resign,B20,Sicilian Defense,>250
Resign,C01,French Defense,0-50
Resign,D00,Queen's Pawn Game,51-100
Resign,B06,Modern Defense,101-150
Resign,A03,Bird Opening,>250
Mate,D00,Queen's Pawn Game,0-50
Resign,E10,Blumenfeld Countergambit,151-200
Resign,A57,Benko Gambit,>250
Resign,C53,Italian Game,101-150
Resign,D34,Tarrasch Defense,201-250
Mate,D10,Slav Defense,>250
Resign,B07,Pirc Defense,>250
Resign,E73,King's Indian Defense,51-100
Draw,A35,English Opening,101-150
Out of Time,A22,English Opening,51-100
Resign,D10,Slav Defense,0-50
Resign,C11,French Defense,51-100
Resign,D43,Semi-Slav Defense,101-150
Mate,C11,French Defense,151-200
Out of Time,E15,Queen's Indian Defense,>250
Resign,E20,Nimzo-Indian Defense,0-50
Resign,C00,French Defense,101-150
Resign,C00,French Defense,0-50
Resign,E32,Nimzo-Indian Defense,0-50
Resign,C05,French Defense,151-200
Mate,E97,King's Indian Defense,151-200
Resign,D31,Queen's Gambit,>250
Resign,C00,French Defense,51-100
Mate,C02,French Defense,201-250
Out of Time,E32,Nimzo-Indian Defense,0-50
Resign,C00,French Defense,0-50
Draw,E32,Nimzo-Indian Defense,0-50
Mate,C46,Three Knights Opening,51-100
Resign,C46,Four Knights Game,201-250
Out of Time,D20,Queen's Gambit,0-50
Resign,B06,Robatsch (Modern) Defense,0-50
Mate,D01,Queen's Pawn Game,101-150
Out of Time,C00,French Defense,101-150
Mate,D00,Queen's Pawn Game,0-50
Resign,A40,Modern Defense,0-50
Resign,B01,Scandinavian Defense,0-50
Mate,E80,King's Indian Defense,0-50
Resign,B20,Sicilian Defense,>250
Resign,A04,Zukertort Opening,51-100
Resign,B06,Robatsch (Modern) Defense,>250
Resign,C42,Russian Game,201-250
Resign,B06,Robatsch (Modern) Defense,0-50
Resign,B06,Robatsch (Modern) Defense,201-250
Resign,A40,Modern Defense,51-100
Resign,D00,Queen's Pawn Game,51-100
Resign,A84,Dutch Defense,51-100
Out of Time,B20,Sicilian Defense,101-150
Resign,B01,Scandinavian Defense,51-100
Out of Time,C00,Queen's Pawn Game,0-50
Resign,B50,Sicilian Defense,151-200
Resign,C50,Italian Game,0-50
Resign,D06,Queen's Gambit,201-250
Mate,C44,Scotch Game,0-50
Resign,E20,Nimzo-Indian Defense,151-200
Draw,E30,Nimzo-Indian Defense,>250
Resign,B33,Sicilian Defense,>250
Draw,E70,King's Indian Defense,>250
Draw,B56,Sicilian Defense,>250
Resign,E10,Blumenfeld Countergambit,>250
Resign,C43,Russian Game,>250
Draw,C50,Italian Game,>250
Resign,B33,Sicilian Defense,51-100
Resign,A45,Indian Game,51-100
Out of Time,A06,Zukertort Opening,>250
Resign,A70,Benoni Defense,>250
Draw,C53,Italian Game,>250
Mate,C77,Ruy Lopez,>250
Mate,D50,Queen's Gambit,>250
Resign,C59,Italian Game,>250
Resign,B01,Scandinavian Defense,101-150
Mate,B01,Scandinavian Defense,51-100
Out of Time,C22,Center Game,101-150
Resign,C41,Philidor Defense,51-100
Out of Time,B00,King's Pawn,>250
Out of Time,C00,French Defense,>250
Resign,D00,Queen's Pawn Game,>250
Resign,E00,Indian Game,0-50
Resign,B22,Sicilian Defense,>250
Mate,D07,Queen's Gambit,>250
Resign,C65,Ruy Lopez,51-100
Resign,C45,Scotch Game,51-100
Mate,B01,Scandinavian Defense,>250
Resign,C40,King's Pawn Game,0-50
Out of Time,B22,Sicilian Defense,>250
Draw,A13,English Opening,101-150
Resign,A22,English Opening,51-100
Resign,B33,Sicilian Defense,0-50
Resign,B70,Sicilian Defense,101-150
Resign,C55,Italian Game,201-250
Resign,B01,Scandinavian Defense,0-50
Resign,C42,Petrov's Defense,>250
Mate,C06,French Defense,101-150
Resign,C45,Scotch Game,101-150
Mate,C50,Italian Game,201-250
Resign,C00,Rat Defense,201-250
Resign,C21,Danish Gambit,>250
Resign,B01,Scandinavian Defense,>250
Resign,C55,Italian Game,>250
Resign,D00,Queen's Pawn Game,151-200
Mate,C62,Ruy Lopez,>250
Resign,C40,Latvian Gambit,>250
Resign,C50,Italian Game,>250
Resign,C70,Ruy Lopez,0-50
Mate,C50,Italian Game,>250
Mate,A00,Van't Kruijs Opening,>250
Resign,B21,Sicilian Defense,201-250
Resign,C33,King's Gambit,201-250
Resign,D51,Queen's Gambit,>250
Mate,B01,Scandinavian Defense,>250
Resign,A00,Mieses Opening,0-50
Mate,A04,Zukertort Opening,201-250
Mate,C41,Philidor Defense,>250
Mate,A06,Zukertort Opening,>250
Out of Time,C20,King's Pawn Game,>250
Draw,D02,Queen's Pawn Game,101-150
Mate,C42,Russian Game,0-50
Draw,A00,Ware Opening,0-50
Mate,C50,Italian Game,201-250
Draw,C50,Italian Game,201-250
Mate,C50,Italian Game,>250
Mate,C50,Four Knights Game,201-250
Mate,C50,Italian Game,201-250
Mate,A40,Englund Gambit,201-250
Resign,C40,King's Pawn Game,201-250
Mate,C50,Italian Game,201-250
Resign,C23,Bishop's Opening,>250
Mate,A00,Van't Kruijs Opening,201-250
Resign,C20,King's Pawn Game,>250
Mate,C40,King's Pawn Game,>250
Mate,B06,Modern Defense,>250
Resign,C40,King's Pawn Game,>250
Resign,C20,King's Pawn Game,>250
Mate,B01,Scandinavian Defense,>250
Resign,C20,King's Pawn Game,151-200
Resign,B12,Caro-Kann Defense,151-200
Resign,B53,Sicilian Defense,101-150
Resign,B12,Caro-Kann Defense,101-150
Out of Time,C14,French Defense,>250
Resign,C65,Ruy Lopez,>250
Resign,B27,Sicilian Defense,0-50
Out of Time,D06,Queen's Gambit,0-50
Resign,B90,Sicilian Defense,151-200
Resign,C45,Scotch Game,51-100
Resign,B10,Caro-Kann Defense,101-150
Resign,C34,King's Gambit,0-50
Mate,C57,Italian Game,0-50
Mate,D00,Queen's Pawn Opening,>250
Resign,C57,Italian Game,51-100
Out of Time,A40,Modern Defense,>250
Mate,D02,Queen's Pawn Game,51-100
Resign,C45,Scotch Game,51-100
Mate,C00,French Defense,101-150
Resign,C45,Scotch Game,151-200
Mate,A00,Hungarian Opening,51-100
Resign,C55,Italian Game,0-50
Resign,D02,Queen's Pawn Game,51-100
Resign,C46,Four Knights Game,201-250
Resign,C54,Italian Game,0-50
Resign,B02,Alekhine Defense,0-50
Resign,B90,Sicilian Defense,>250
Resign,A00,Hungarian Opening,0-50
Resign,C00,French Defense,0-50
Mate,C00,French Defense,0-50
Draw,B50,Sicilian Defense,0-50
Resign,D00,Queen's Pawn Game,51-100
Resign,D00,Queen's Pawn Game,51-100
Out of Time,B50,Sicilian Defense,>250
Resign,B52,Sicilian Defense,0-50
Out of Time,D11,Slav Defense,151-200
Mate,D00,Queen's Pawn Game,201-250
Resign,A06,Zukertort Opening,101-150
Resign,D20,Queen's Gambit,51-100
Resign,D20,Queen's Gambit,>250
Resign,A45,Indian Game,>250
Resign,A00,Van't Kruijs Opening,0-50
Resign,A04,Zukertort Opening,151-200
Mate,B01,Scandinavian Defense,51-100
Resign,C40,King's Pawn Game,0-50
Mate,C41,Philidor Defense,0-50
Mate,B20,Sicilian Defense,201-250
Resign,B23,Sicilian Defense,0-50
Resign,B20,Sicilian Defense,0-50
Mate,A45,Canard Opening,0-50
Mate,B01,Scandinavian Defense,0-50
Resign,C42,Petrov's Defense,0-50
Resign,C57,Italian Game,51-100
Mate,B54,Sicilian Defense,51-100
Resign,B01,Scandinavian Defense,0-50
Mate,E61,Indian Game,151-200
Resign,C41,Philidor Defense,>250
Resign,B56,Sicilian Defense,>250
Resign,C01,French Defense,>250
Mate,B27,Sicilian Defense,>250
Mate,C46,Four Knights Game,>250
Resign,C10,French Defense,>250
Mate,D20,Queen's Gambit,51-100
Resign,A45,Indian Game,>250
Mate,C02,French Defense,0-50
Resign,B01,Scandinavian Defense,51-100
Out of Time,C41,Philidor Defense,0-50
Resign,C00,French Defense,151-200
Mate,C50,Italian Game,0-50
Out of Time,C40,King's Pawn Game,0-50
Mate,D02,Queen's Pawn Game,0-50
Resign,C01,French Defense,0-50
Resign,C02,French Defense,0-50
Resign,B01,Scandinavian Defense,0-50
Resign,C62,Ruy Lopez,0-50
Resign,A00,Gedult's Opening,>250
Resign,C50,Four Knights Game,>250
Resign,B56,Sicilian Defense,>250
Resign,B56,Sicilian Defense,>250
Mate,A00,Hungarian Opening,51-100
Out of Time,C41,Philidor Defense,151-200
Resign,C20,King's Pawn Game,201-250
Resign,B00,Owen Defense,101-150
Resign,C55,Italian Game,>250
Draw,D01,Richter-Veresov Attack,>250
Out of Time,B32,Sicilian Defense,0-50
Resign,D00,Queen's Pawn Game,51-100
Mate,B54,Sicilian Defense,151-200
Resign,C68,Ruy Lopez,201-250
Out of Time,D00,Queen's Pawn Game,0-50
Resign,C50,Giuoco Piano,151-200
Out of Time,C23,Bishop's Opening,51-100
Resign,C55,Italian Game,201-250
Resign,C50,Giuoco Piano,201-250
Mate,B00,Owen Defense,51-100
Resign,D10,Slav Defense,0-50
Resign,C55,Italian Game,51-100
Resign,C70,Ruy Lopez,0-50
Mate,C50,Italian Game,0-50
Resign,B40,Sicilian Defense,51-100
Out of Time,C44,Ponziani Opening,0-50
Resign,C23,Bishop's Opening,101-150
Out of Time,C46,Four Knights Game,0-50
Out of Time,C21,Center Game,151-200
Draw,B13,Caro-Kann Defense,201-250
Resign,C53,Italian Game,>250
Out of Time,B06,Robatsch (Modern) Defense,51-100
Resign,C42,Russian Game,51-100
Resign,B33,Sicilian Defense,51-100
Mate,C50,Italian Game,101-150
Out of Time,C50,Giuoco Piano,>250
Resign,A02,Bird Opening,>250
Resign,B34,Sicilian Defense,201-250
Resign,D10,Slav Defense,>250
Out of Time,C55,Italian Game,>250
Resign,D10,Slav Defense,101-150
Resign,B30,Sicilian Defense,51-100
Mate,D02,Queen's Pawn Game,101-150
Resign,C42,Russian Game,0-50
Mate,D02,Queen's Pawn Game,51-100
Draw,A00,Hungarian Opening,>250
Resign,C00,French Defense,51-100
Mate,A00,Van't Kruijs Opening,>250
Mate,D06,Queen's Gambit,>250
Mate,B40,Sicilian Defense,101-150
Resign,C00,Rat Defense,51-100
Resign,C00,French Defense,>250
Resign,B10,Caro-Kann Defense,51-100
Resign,D37,Queen's Gambit,201-250
Resign,B06,Modern Defense,151-200
Resign,A00,Van Geet Opening,201-250
Resign,A00,Saragossa Opening,>250
Out of Time,B21,Sicilian Defense,0-50
Mate,C41,Philidor Defense,0-50
Mate,B02,Alekhine Defense,>250
Draw,A40,Queen's Pawn,>250
Mate,D30,Queen's Gambit,>250
Resign,A40,Horwitz Defense,>250
Out of Time,C26,Vienna Game,101-150
Resign,C20,King's Pawn Game,51-100
Mate,A41,Queen's Pawn,>250
Resign,A30,English Opening,151-200
Mate,B76,Sicilian Defense,>250
Resign,A11,English Opening,101-150
Resign,A10,English Opening,51-100
Mate,B27,Sicilian Defense,151-200
Out of Time,A00,Polish Opening,0-50
Mate,A15,English Opening,0-50
Resign,B36,Sicilian Defense,>250
Resign,A20,English Opening,>250
Mate,A36,English Opening,0-50
Resign,A34,English Opening,>250
Mate,B23,Sicilian Defense,151-200
Draw,A02,Bird Opening,0-50
Resign,B21,Sicilian Defense,>250
Resign,A16,English Opening,201-250
Resign,A20,English Opening,201-250
Resign,B27,Sicilian Defense,0-50
Mate,A15,English Opening,0-50
Mate,B39,Sicilian Defense,0-50
Mate,A43,Old Benoni Defense,>250
Draw,A43,Old Benoni Defense,151-200
Mate,A10,English Opening,0-50
Resign,A04,Zukertort Opening,>250
Draw,A01,Nimzo-Larsen Attack,201-250
Mate,B22,Sicilian Defense,>250
Resign,B27,Sicilian Defense,0-50
Mate,A15,English Opening,151-200
Resign,A04,Zukertort Opening,201-250
Resign,A15,English Opening,0-50
Resign,A10,English Opening,0-50
Mate,C41,Philidor Defense,>250
Resign,B27,Sicilian Defense,>250
Mate,A20,English Opening,>250
Mate,C41,Philidor Defense,0-50
Resign,C41,Philidor Defense,101-150
Resign,D20,Queen's Gambit,51-100
Resign,D30,Queen's Gambit,0-50
Resign,A00,Polish Opening,0-50
Resign,E90,King's Indian Defense,51-100
Resign,D00,Queen's Pawn Game,0-50
Mate,D46,Semi-Slav Defense,0-50
Resign,C57,Italian Game,>250
Resign,C57,Italian Game,101-150
Out of Time,B15,Caro-Kann Defense,0-50
Resign,D02,Queen's Gambit,0-50
Resign,C26,Vienna Game,101-150
Out of Time,A45,Trompowsky Attack,>250
Resign,B25,Sicilian Defense,>250
Resign,C55,Italian Game,>250
Resign,D35,Queen's Gambit,0-50
Mate,B32,Sicilian Defense,0-50
Resign,B21,Sicilian Defense,0-50
Resign,B94,Sicilian Defense,201-250
Resign,B30,Sicilian Defense,0-50
Out of Time,D30,Queen's Gambit,0-50
Resign,B40,Sicilian Defense,0-50
Mate,B30,Sicilian Defense,51-100
Resign,C41,Philidor Defense,0-50
Resign,D02,Queen's Pawn Game,51-100
Resign,D00,Blackmar-Diemer Gambit,0-50
Resign,C45,Scotch Game,0-50
Resign,C55,Italian Game,51-100
Out of Time,D00,Queen's Pawn Game,>250
Draw,B32,Sicilian Defense,>250
Resign,B32,Sicilian Defense,101-150
Mate,C55,Italian Game,51-100
Mate,A00,Van't Kruijs Opening,51-100
Mate,C00,French Defense,51-100
Mate,A00,Van't Kruijs Opening,51-100
Resign,C46,Three Knights Opening,0-50
Resign,B32,Sicilian Defense,101-150
Out of Time,C00,French Defense,0-50
Resign,C55,Italian Game,>250
Resign,C60,Ruy Lopez,0-50
Resign,B43,Sicilian Defense,51-100
Resign,C45,Scotch Game,101-150
Resign,C62,Ruy Lopez,0-50
Out of Time,B00,Nimzowitsch Defense,0-50
Out of Time,C41,Philidor Defense,101-150
Resign,C20,King's Pawn Game,0-50
Resign,B20,Sicilian Defense,0-50
Resign,C41,Philidor Defense,0-50
Resign,D00,Queen's Pawn Game,0-50
Resign,D02,Queen's Pawn Game,51-100
Resign,B38,Sicilian Defense,0-50
Resign,B32,Sicilian Defense,0-50
Resign,B30,Sicilian Defense,151-200
Resign,C00,French Defense,51-100
Resign,C00,French Defense,51-100
Resign,C41,Philidor Defense,101-150
Resign,B00,Owen Defense,51-100
Mate,A00,Van't Kruijs Opening,0-50
Resign,A40,Horwitz Defense,151-200
Mate,C00,French Defense,151-200
Resign,C40,King's Pawn Game,51-100
Resign,C00,French Defense,51-100
Resign,C65,Ruy Lopez,151-200
Resign,C53,Italian Game,51-100
Resign,C00,French Defense,0-50
Resign,C00,French Defense,151-200
Draw,C00,French Defense,101-150
Resign,C70,Ruy Lopez,151-200
Resign,A40,English Defense,51-100
Mate,C60,Ruy Lopez,0-50
Mate,B00,Owen Defense,51-100
Mate,C41,Philidor Defense,101-150
Resign,A04,Zukertort Opening,51-100
Mate,A00,Van Geet Opening,0-50
Draw,C62,Ruy Lopez,101-150
Resign,A40,Horwitz Defense,51-100
Mate,A00,Van't Kruijs Opening,51-100
Resign,C00,French Defense,51-100
Resign,A00,Van't Kruijs Opening,51-100
Mate,C40,King's Pawn Game,51-100
Resign,A40,Horwitz Defense,51-100
Out of Time,E90,King's Indian Defense,>250
Mate,B82,Sicilian Defense,>250
Mate,C69,Ruy Lopez,>250
Resign,B21,Sicilian Defense,0-50
Resign,A22,English Opening,51-100
Resign,A18,English Opening,51-100
Resign,A80,Dutch Defense,101-150
Resign,A18,English Opening,151-200
Resign,C00,French Defense,201-250
Mate,E77,King's Indian Defense,201-250
Resign,B33,Sicilian Defense,201-250
Mate,E61,Indian Game,201-250
Mate,A40,Modern Defense,201-250
Draw,C45,Scotch Game,>250
Resign,C20,King's Pawn Game,>250
Mate,A02,Bird Opening,>250
Mate,D10,Slav Defense,>250
Mate,A02,Bird Opening,>250
Mate,A00,Van't Kruijs Opening,>250
Mate,C20,King's Pawn Game,>250
Mate,A02,Bird Opening,>250
Draw,D00,Queen's Pawn Game,0-50
Resign,B01,Scandinavian Defense,151-200
Out of Time,B01,Scandinavian Defense,0-50
Resign,B90,Sicilian Defense,0-50
Resign,D04,Queen's Pawn Game,>250
Resign,B13,Caro-Kann Defense,0-50
Mate,B12,Caro-Kann Defense,0-50
Draw,B12,Caro-Kann Defense,0-50
Mate,B12,Caro-Kann Defense,0-50
Mate,D00,Blackmar-Diemer Gambit,>250
Resign,B01,Scandinavian Defense,0-50
Resign,B13,Caro-Kann Defense,>250
Mate,B13,Caro-Kann Defense,51-100
Resign,B11,Caro-Kann Defense,51-100
Out of Time,C45,Scotch Game,>250
Resign,B10,Caro-Kann Defense,0-50
Resign,B12,Caro-Kann Defense,>250
Resign,C00,French Defense,101-150
Resign,B01,Scandinavian Defense,0-50
Resign,B01,Scandinavian Defense,0-50
Resign,C45,Scotch Game,0-50
Resign,B01,Scandinavian Defense,>250
Resign,D10,Slav Defense,51-100
Mate,B10,Caro-Kann Defense,0-50
Mate,A02,Bird Opening,>250
Resign,B01,Scandinavian Defense,151-200
Resign,B87,Sicilian Defense,0-50
Mate,B01,Scandinavian Defense,201-250
Resign,B01,Scandinavian Defense,151-200
Draw,D12,Slav Defense,51-100
Resign,B30,Sicilian Defense,0-50
Out of Time,B01,Scandinavian Defense,0-50
Resign,B01,Scandinavian Defense,0-50
Resign,B07,Rat Defense,101-150
Mate,A20,English Opening,101-150
Mate,C70,Ruy Lopez,0-50
Resign,B54,Sicilian Defense,51-100
Resign,B07,King's Pawn Game,0-50
Resign,C40,Elephant Gambit,0-50
Mate,C50,Italian Game,0-50
Mate,C20,King's Pawn Game,0-50
Resign,D00,Queen's Pawn Game,0-50
Resign,A41,Queen's Pawn,101-150
Resign,E61,King's Indian Defense,101-150
Resign,D00,Queen's Pawn Game,51-100
Mate,D00,Queen's Pawn Game,>250
Resign,E61,King's Indian Defense,>250
Resign,A45,Indian Game,0-50
Mate,A45,Indian Game,0-50
Draw,A45,Indian Game,0-50
Out of Time,A00,Van Geet Opening,51-100
Resign,B12,Caro-Kann Defense,0-50
Resign,A45,Indian Game,0-50
Resign,A00,Polish Opening,>250
Resign,A40,Modern Defense,>250
Resign,A40,Horwitz Defense,>250
Resign,D00,Queen's Pawn Game,51-100
Draw,A03,Bird Opening,>250
Resign,B10,Caro-Kann Defense,0-50
Resign,A40,Horwitz Defense,201-250
Resign,B12,Caro-Kann Defense,0-50
Mate,A04,Zukertort Opening,51-100
Resign,A45,Indian Game,>250
Out of Time,B12,Caro-Kann Defense,>250
Resign,D00,Queen's Pawn Game,0-50
Resign,A40,Englund Gambit Complex,0-50
Resign,A40,Polish Defense,0-50
Resign,B10,Caro-Kann Defense,>250
Resign,E77,King's Indian Defense,151-200
Mate,A41,Queen's Pawn,51-100
Mate,C68,Ruy Lopez,51-100
Mate,C00,French Defense,51-100
Mate,B20,Sicilian Defense,51-100
Mate,C40,King's Pawn Game,151-200
Mate,C41,Philidor Defense,101-150
Mate,C46,Four Knights Game,101-150
Resign,C01,French Defense,>250
Resign,C00,French Defense,0-50
Resign,C00,French Defense,101-150
Mate,D35,Queen's Gambit,>250
Mate,C02,French Defense,0-50
Resign,D07,Queen's Gambit,>250
Resign,C01,French Defense,>250
Mate,D20,Queen's Gambit,151-200
Resign,D35,Queen's Gambit,0-50
Mate,B90,Sicilian Defense,>250
Mate,B50,Sicilian Defense,>250
Resign,B90,Sicilian Defense,>250
Mate,B30,Sicilian Defense,151-200
Mate,C50,Four Knights Game,201-250
Resign,C48,Four Knights Game,201-250
Resign,C55,Italian Game,151-200
Resign,B01,Scandinavian Defense,51-100
Resign,B20,Sicilian Defense,151-200
Mate,D30,Queen's Gambit,201-250
Mate,C40,King's Pawn Game,151-200
Out of Time,B50,Sicilian Defense,151-200
Mate,B30,Sicilian Defense,>250
Resign,B01,Scandinavian Defense,0-50
Resign,C55,Italian Game,151-200
Out of Time,B20,Sicilian Defense,0-50
Mate,C00,French Defense,151-200
Resign,B20,Sicilian Defense,101-150
Resign,C45,Scotch Game,51-100
Out of Time,E00,Amar Opening,>250
Resign,A04,Zukertort Opening,>250
Mate,A08,King's Indian Attack,51-100
Draw,A04,Reti Opening,>250
Draw,A06,Reti Opening,>250
Draw,A07,King's Indian Attack,101-150
Draw,A04,Zukertort Opening,>250
Draw,A07,King's Indian Attack,>250
Resign,A08,King's Indian Attack,>250
Resign,B54,Sicilian Defense,201-250
Mate,A04,Zukertort Opening,>250
Mate,B57,Sicilian Defense,>250
Mate,A04,Zukertort Opening,>250
Draw,A08,King's Indian Attack,>250
Draw,A04,Zukertort Opening,201-250
Draw,A04,Zukertort Opening,201-250
Draw,A04,Zukertort Opening,>250
Resign,A00,Hungarian Opening,>250
Resign,A04,Zukertort Opening,>250
Resign,A07,King's Indian Attack,>250
Resign,B54,Sicilian Defense,101-150
Resign,E00,Indian Game,>250
Mate,B90,Sicilian Defense,>250
Resign,D00,Queen's Pawn Game,>250
Mate,A40,Horwitz Defense,>250
Mate,D00,Queen's Pawn Game,>250
Resign,A45,Indian Game,>250
Mate,B00,St. George Defense,0-50
Out of Time,B20,Sicilian Defense,101-150
Resign,A40,Horwitz Defense,151-200
Mate,B32,Sicilian Defense,0-50
Resign,D37,Queen's Gambit,>250
Out of Time,D35,Queen's Gambit,>250
Resign,E18,Queen's Indian Defense,>250
Draw,E32,Nimzo-Indian Defense,>250
Resign,D74,Neo-Gruenfeld Defense,>250
Resign,B10,Caro-Kann Defense,>250
Resign,C65,Ruy Lopez,>250
Resign,D95,Gruenfeld Defense,>250
Draw,A00,Gedult's Opening,>250
Draw,A16,English Opening,>250
Draw,A45,Trompowsky Attack,>250
Draw,A45,Indian Game,>250
Resign,D57,Queen's Gambit,>250
Resign,B12,Caro-Kann Defense,201-250
Resign,D57,Queen's Gambit,>250
Mate,A52,Budapest Defense,>250
Resign,E14,Queen's Indian Defense,>250
Resign,B12,Caro-Kann Defense,>250
Resign,B56,Sicilian Defense,>250
Draw,B18,Caro-Kann Defense,>250
Draw,B15,Caro-Kann Defense,>250
Resign,B17,Caro-Kann Defense,>250
Resign,B31,Sicilian Defense,>250
Resign,C11,French Defense,>250
Resign,B17,Caro-Kann Defense,>250
Resign,B33,Sicilian Defense,>250
Resign,B54,Sicilian Defense,>250
Draw,C41,Philidor Defense,>250
Resign,D05,Colle System,>250
Resign,B14,Caro-Kann Defense,>250
Out of Time,B11,Caro-Kann Defense,>250
Resign,B78,Sicilian Defense,>250
Mate,A28,English Opening,0-50
Resign,C42,Russian Game,0-50
Resign,A50,Slav Indian,0-50
Draw,B90,Sicilian Defense,51-100
Resign,B21,Sicilian Defense,0-50
Resign,C11,French Defense,0-50
Resign,A01,Nimzo-Larsen Attack,101-150
Resign,B22,Sicilian Defense,0-50
Mate,C57,Italian Game,0-50
Draw,B09,Pirc Defense,51-100
Resign,D00,Blackmar-Diemer Gambit,151-200
Mate,B15,Caro-Kann Defense,51-100
Resign,D85,Gruenfeld Defense,0-50
Resign,C74,Ruy Lopez,>250
Resign,C77,Ruy Lopez,101-150
Resign,C22,Center Game,51-100
Resign,B23,Sicilian Defense,151-200
Resign,D02,Queen's Pawn Game,>250
Resign,B03,Alekhine Defense,151-200
Resign,A45,Indian Game,51-100
Mate,D15,Slav Defense,0-50
Resign,E15,Queen's Indian Defense,51-100
Resign,B33,Sicilian Defense,51-100
Mate,A45,Indian Game,>250
Resign,D22,Queen's Gambit,>250
Resign,B21,Sicilian Defense,>250
Mate,B20,Sicilian Defense,101-150
Mate,C02,French Defense,51-100
Resign,D00,Queen's Pawn Game,51-100
Mate,D00,Queen's Pawn Game,0-50
Resign,B40,Sicilian Defense,151-200
Resign,D00,Queen's Pawn Game,0-50
Resign,C00,French Defense,51-100
Resign,C00,French Defense,201-250
Resign,A81,Dutch Defense,0-50
Out of Time,C05,French Defense,0-50
Out of Time,C02,French Defense,51-100
Resign,A45,Indian Game,0-50
Resign,C00,French Defense,101-150
Resign,A41,Queen's Pawn,0-50
Resign,C01,French Defense,0-50
Resign,A46,Indian Game,51-100
