turns,winner,white_rating,black_rating,opening_moves,rating_gap,higher_rated_victory
11,2,1375,1311,4,64,1
73,1,1331,1394,3,63,1
8,1,1339,1646,2,307,1
24,1,1377,1418,3,41,1
17,2,1860,1381,4,479,1
15,2,1661,1392,2,269,1
24,1,1165,1765,2,600,1
29,2,1670,1432,4,238,1
57,2,1290,1449,5,159,0
19,2,1442,1297,9,145,1
63,2,1478,1453,3,25,1
64,1,1759,1438,8,321,0
23,2,1426,1408,9,18,1
100,1,1409,1790,3,381,1
2,2,1409,1723,2,314,0
64,1,1423,1552,3,129,1
85,2,1711,1427,5,284,1
53,2,1626,1433,2,193,1
88,1,1252,1427,6,175,1
17,0,1423,1744,3,321,0
41,2,1775,1426,4,349,1
46,1,1431,1658,4,227,1
61,2,1578,1438,5,140,1
93,2,1507,1448,5,59,1
29,1,1456,1562,4,106,1
51,2,1402,1462,7,60,0
62,1,1469,1636,8,167,1
59,2,1449,1731,8,282,0
39,2,1436,1478,7,42,0
118,0,1787,1427,5,360,0
104,2,1501,1436,4,65,1
24,1,1439,1821,3,382,1
58,1,1419,1428,5,9,1
73,1,1435,1598,6,163,1
41,2,1497,1445,3,52,1
10,2,1531,1454,7,77,1
35,2,1439,1545,3,106,0
21,2,1567,1447,4,120,1
47,2,1953,1448,6,505,1
91,2,1553,1457,5,96,1
41,1,1462,1697,4,235,1
159,1,1526,1447,5,79,0
53,2,1431,1539,6,108,0
96,1,1435,1725,4,290,1
19,2,1583,1426,4,157,1
102,2,1694,1430,8,264,1
67,0,1420,1886,2,466,0
26,2,1436,1432,5,4,1
141,0,1428,1531,3,103,0
131,2,1726,1432,5,294,1
78,2,1627,1438,8,189,1
58,2,1889,1440,9,449,1
63,2,1427,1447,2,20,0
22,1,842,1076,1,234,1
35,2,1076,842,2,234,1
19,2,966,869,3,97,1
9,0,1017,869,2,148,0
16,1,869,1028,2,159,1
45,2,1028,869,4,159,1
10,1,869,1028,1,159,1
21,2,1028,869,2,159,1
21,2,1015,897,2,118,1
4,1,927,1055,1,128,1
87,2,1507,927,2,580,1
65,2,1665,927,2,738,1
39,1,1435,1653,1,218,1
38,1,1397,1500,1,103,1
3,2,1828,1500,2,328,1
30,1,1303,1500,2,197,1
29,1,1247,1224,8,23,0
35,2,1311,1320,6,9,0
39,2,1398,1412,7,14,0
51,2,1348,1183,2,165,1
84,1,1170,800,4,370,0
27,2,1381,1575,10,194,0
43,2,1500,1219,6,281,1
19,2,899,1139,4,240,0
27,2,1224,1289,5,65,0
40,2,1207,1367,4,160,0
89,2,1359,1214,5,145,1
22,1,1340,1197,3,143,0
84,1,1207,1232,5,25,1
55,2,1082,1500,5,418,0
33,2,1429,1212,4,217,1
65,2,1177,1217,4,40,0
32,1,1231,1162,4,69,0
28,1,1173,1221,4,48,1
52,1,1235,1157,4,78,0
49,2,1253,1247,1,6,1
69,2,1044,1181,7,137,0
83,2,1391,1263,7,128,1
114,0,1231,1264,4,33,0
126,1,1305,1250,2,55,0
30,1,1415,1245,4,170,0
78,1,1401,1237,3,164,0
49,2,1399,1238,4,161,1
101,2,1400,1246,3,154,1
51,2,1232,1266,4,34,0
73,2,1215,1326,4,111,0
66,1,1320,1198,4,122,0
84,1,1364,1182,5,182,0
46,1,1197,1151,4,46,0
85,2,1197,1023,4,174,1
55,2,1171,1070,4,101,1
51,2,1185,1125,4,60,1
93,2,1170,1192,3,22,0
31,2,1155,1170,4,15,0
51,2,1500,1410,6,90,1
54,1,1607,1580,4,27,0
38,1,1739,1606,6,133,0
30,1,1487,1673,3,186,1
98,1,1496,1500,5,4,1
50,1,1622,1500,6,122,0
23,2,1500,1568,6,68,0
56,1,1502,1500,7,2,0
33,0,1375,1500,4,125,0
48,2,1500,1575,7,75,0
68,1,1197,1500,8,303,1
37,2,1500,1370,8,130,1
75,2,1565,1549,3,16,1
34,1,1320,1554,2,234,1
57,2,1525,1524,8,1,1
68,1,1497,1493,14,4,0
54,1,1259,1478,4,219,1
60,1,1665,1421,7,244,0
48,2,1390,1319,2,71,1
75,1,1329,1350,5,21,1
30,1,1005,1350,5,345,1
113,2,1308,1205,3,103,1
55,2,1286,1280,1,6,1
75,2,1260,1313,1,53,0
78,1,1327,1490,3,163,1
20,1,1299,1301,4,2,1
62,1,1314,1520,5,206,1
48,1,1211,1500,1,289,1
66,1,1576,1256,4,320,0
75,2,2003,1316,2,687,1
62,1,1359,1170,4,189,0
44,1,1219,1339,1,120,1
39,2,1303,1353,7,50,0
94,1,1381,1256,4,125,0
41,2,1373,1271,3,102,1
6,1,1306,1396,2,90,1
68,1,1312,1814,5,502,1
55,2,1282,1129,1,153,1
101,2,1466,1318,3,148,1
34,1,1337,1672,3,335,1
21,2,1668,1360,5,308,1
82,1,1453,1427,5,26,0
51,2,2117,1458,9,659,1
48,1,1498,1276,7,222,0
13,2,1500,1350,5,150,1
75,2,1459,1500,3,41,0
35,2,1449,1462,4,13,0
108,1,1472,1501,5,29,1
144,1,1481,1516,3,35,1
53,2,1472,1435,3,37,1
52,1,1483,1455,8,28,0
59,2,1401,1496,3,95,0
78,1,1456,1487,3,31,1
74,1,1548,1476,2,72,0
104,1,1486,1484,4,2,0
82,1,1401,1478,4,77,1
88,1,1532,1466,4,66,0
61,2,1456,1441,6,15,1
73,2,1445,1454,6,9,0
77,2,1509,1454,2,55,1
122,0,1442,1454,3,12,0
157,2,1440,1465,3,25,0
67,2,1500,1472,12,28,1
23,2,1464,1362,6,102,1
50,1,1475,1462,3,13,0
49,2,1457,1487,10,30,0
33,2,1478,1422,7,56,1
89,2,1507,1488,3,19,1
37,2,1540,1489,9,51,1
110,1,1499,1486,1,13,0
46,1,1509,1540,6,31,1
77,2,1487,1521,1,34,0
18,1,1477,1504,4,27,1
117,0,1402,1507,3,105,0
55,2,1498,1446,3,52,1
72,1,1505,1628,6,123,1
58,1,1510,1480,6,30,0
75,2,1502,1394,3,108,1
14,1,1455,1493,2,38,1
34,1,1507,1482,3,25,0
48,1,1434,1473,5,39,1
110,1,1475,1470,3,5,0
54,1,1487,1427,5,60,0
35,2,1500,1487,2,13,1
37,2,1478,1423,5,55,1
52,1,1504,1467,2,37,0
71,2,1457,1448,5,9,1
151,2,1462,1468,3,6,0
60,1,1480,1419,8,61,0
86,1,1391,1472,4,81,1
77,2,1462,1424,5,38,1
8,2,1551,1159,2,392,1
62,1,1057,1450,3,393,1
37,2,1577,1217,2,360,1
130,0,1272,1186,1,86,0
32,1,1337,1391,3,54,1
19,2,1500,1500,3,0,0
54,1,1500,1099,4,401,0
67,2,1277,1500,2,223,0
175,2,1896,1619,4,277,1
55,2,1481,1750,9,269,0
47,2,1426,1458,18,32,0
52,1,1512,1485,7,27,0
137,0,1503,1637,5,134,0
147,2,1629,1510,5,119,1
48,0,1506,1633,5,127,0
60,1,1524,1765,8,241,1
131,2,1760,1529,6,231,1
42,1,1534,1755,9,221,1
56,2,1533,1593,7,60,0
37,1,1547,1356,9,191,0
55,2,1537,1560,8,23,0
36,1,1564,1814,4,250,1
23,2,1548,1729,8,181,0
40,1,1563,1469,3,94,0
85,2,1551,1573,4,22,0
48,2,1549,1109,4,440,1
7,2,1536,1232,4,304,1
35,2,1518,1762,7,244,0
19,1,1500,1337,10,163,0
56,2,1514,1255,7,259,1
100,1,1260,1389,7,129,1
46,1,1389,1260,7,129,0
65,2,1509,1253,5,256,1
48,1,1520,1534,12,14,1
25,2,1509,1499,7,10,1
39,2,1506,1133,5,373,1
177,0,1502,1718,6,216,0
88,1,1509,1639,6,130,1
53,2,1500,1451,5,49,1
16,1,1512,1503,4,9,0
29,2,1489,1589,2,100,0
28,1,1496,1646,7,150,1
56,1,1507,1512,3,5,1
73,1,1517,1569,4,52,1
70,1,1524,1668,7,144,1
49,2,1515,1437,5,78,1
7,2,1508,1373,6,135,1
44,1,1522,1461,7,61,0
98,0,1523,1494,7,29,0
61,1,1536,1487,5,49,0
50,1,1542,1763,4,221,1
57,2,1524,1714,5,190,0
39,2,1521,1150,4,371,1
42,1,1540,1267,4,273,0
28,1,1549,1647,8,98,1
81,2,1976,1755,8,221,1
66,1,1768,1662,6,106,0
132,1,1500,1652,4,152,1
59,2,1398,1500,3,102,0
41,2,1500,1500,3,0,0
42,1,1400,1500,3,100,1
85,2,1452,1500,5,48,0
37,0,1458,1500,4,42,0
51,2,1906,1857,6,49,1
73,2,1897,1027,8,870,1
81,2,1500,1814,8,314,0
37,2,1456,1193,5,263,1
46,1,1231,1177,3,54,0
94,1,1777,1640,9,137,0
85,2,1944,1674,4,270,1
95,2,1777,1785,5,8,0
106,1,1726,1560,5,166,0
58,1,1151,1500,3,349,1
10,2,1381,1500,3,119,0
14,2,1646,1381,4,265,1
48,1,1500,1637,4,137,1
38,1,1972,2174,4,202,1
85,2,1603,1641,1,38,0
68,1,1647,1805,3,158,1
13,2,1798,1654,3,144,1
101,2,1617,1666,1,49,0
58,1,1383,1662,4,279,1
54,1,1567,1655,4,88,1
72,1,1754,1641,1,113,0
73,2,1809,1647,4,162,1
86,1,1576,1638,3,62,1
118,0,1437,1634,3,197,0
54,1,1652,1622,1,30,0
134,1,1566,1612,4,46,1
96,2,1604,1523,3,81,1
70,1,1532,1595,3,63,1
51,2,1735,1602,4,133,1
75,1,1508,1594,3,86,1
45,2,1645,1603,4,42,1
63,2,2222,1604,1,618,1
75,2,1666,1613,4,53,1
56,1,1597,1603,3,6,1
50,1,1582,1592,1,10,1
66,1,1537,1583,4,46,1
87,2,1704,1590,1,114,1
47,2,1612,1601,4,11,1
37,2,1692,1609,3,83,1
138,1,1650,1597,4,53,0
35,2,1816,1602,6,214,1
74,1,1617,1593,3,24,0
48,1,1563,1583,3,20,1
46,1,1492,1574,4,82,1
84,1,1589,1563,4,26,0
22,1,1717,1547,3,170,0
40,1,1372,1410,4,38,1
89,2,1566,1558,1,8,1
70,1,1375,1410,4,35,1
82,1,1500,1551,1,51,1
56,1,1558,1674,5,116,1
141,2,1666,1566,3,100,1
89,2,1594,1576,3,18,1
82,1,1614,1564,4,50,0
94,1,1535,1555,4,20,1
46,1,1645,1541,1,104,0
55,2,1696,1548,1,148,1
124,1,1486,1539,3,53,1
45,2,1557,1549,3,8,1
89,2,1577,1559,3,18,1
112,1,1570,1566,1,4,0
116,1,1578,1559,1,19,0
53,2,1484,1500,5,16,0
30,2,2179,1593,5,586,1
94,1,1698,1612,2,86,0
74,2,1870,1676,4,194,1
50,1,1502,1500,2,2,0
73,2,1432,1500,4,68,0
58,1,1500,1629,4,129,1
54,1,1396,1500,5,104,1
43,1,1607,1500,5,107,0
54,1,1530,1500,5,30,0
60,1,1306,1500,4,194,1
34,1,1626,1500,9,126,0
67,2,1500,1626,6,126,0
44,1,1584,1500,7,84,0
25,2,1500,1584,9,84,0
52,1,1229,1500,1,271,1
41,2,1500,1229,16,271,1
44,1,1434,1538,1,104,1
69,2,1533,1586,1,53,0
44,1,1678,1416,6,262,0
65,2,1550,1564,3,14,0
50,1,1169,1500,7,331,1
44,1,1500,1500,3,0,0
116,1,1302,1611,2,309,1
69,2,1598,1359,2,239,1
80,1,1500,1581,7,81,1
46,1,1280,1500,3,220,1
39,2,1500,1280,2,220,1
15,2,1673,1500,3,173,1
23,2,1356,1135,2,221,1
59,2,1349,1141,3,208,1
56,1,1148,1336,1,188,1
3,1,1500,1133,2,367,0
52,1,1138,1377,1,239,1
68,1,1144,1372,1,228,1
2,1,1146,1572,1,426,1
37,2,1491,1150,2,341,1
33,2,1453,1154,2,299,1
38,1,1161,1341,1,180,1
35,2,1854,1162,3,692,1
74,0,1357,1155,3,202,0
95,2,1620,1157,2,463,1
45,1,1164,1345,1,181,1
76,1,1168,1468,1,300,1
27,2,1573,1170,3,403,1
81,2,1242,1181,1,61,1
50,1,1196,1130,1,66,0
27,1,1199,1591,1,392,1
38,1,1201,1632,1,431,1
8,1,969,1195,3,226,1
7,2,1178,1339,1,161,0
37,2,1468,1182,3,286,1
92,1,1191,1303,1,112,1
55,2,1294,1201,3,93,1
12,1,1252,1187,3,65,0
95,2,1378,1194,1,184,1
110,1,1431,1173,3,258,0
103,2,1203,1185,3,18,1
71,2,1236,1197,4,39,1
122,1,1024,1152,1,128,1
40,1,1160,1303,1,143,1
45,2,1278,1057,2,221,1
35,2,1148,1114,1,34,1
86,1,1327,1126,2,201,0
55,2,1632,1128,4,504,1
39,1,1414,1104,2,310,0
61,2,1347,1110,3,237,1
82,1,957,1101,2,144,1
19,2,1300,1108,2,192,1
12,1,1116,1292,1,176,1
21,2,1569,1108,3,461,1
60,1,1111,1521,1,410,1
35,2,1312,1118,3,194,1
21,2,1567,1120,3,447,1
53,2,1905,1843,2,62,1
40,1,1852,1896,2,44,1
59,2,1888,1793,4,95,1
43,2,1879,1826,12,53,1
43,2,1921,1889,2,32,1
63,2,1881,1777,4,104,1
57,2,1823,1894,3,71,0
91,2,1891,1904,3,13,0
61,2,1895,1858,3,37,1
103,2,1879,1906,2,27,0
57,2,1882,1959,3,77,0
60,1,1896,1871,7,25,0
142,1,2072,1855,2,217,0
99,2,1788,1868,4,80,0
45,2,1856,1895,12,39,0
72,1,1756,1849,3,93,1
53,2,1839,1805,5,34,1
61,1,1812,1829,3,17,1
50,1,1841,1801,3,40,0
73,2,1833,1752,7,81,1
85,2,2069,1837,5,232,1
69,2,1953,1844,5,109,1
43,2,1838,1979,2,141,0
73,2,1976,1845,3,131,1
59,2,1835,1812,3,23,1
73,2,1826,1792,7,34,1
36,1,1835,1887,6,52,1
99,2,2121,1838,2,283,1
78,1,1752,1830,1,78,1
67,2,1816,1841,3,25,0
89,2,1837,1852,4,15,0
87,2,1844,1769,4,75,1
111,2,1926,1852,5,74,1
66,1,1791,1843,1,52,1
71,2,2093,1854,6,239,1
72,1,1619,2145,2,526,1
60,1,1497,2129,8,632,1
58,1,2096,1901,5,195,0
68,1,1920,2087,5,167,1
54,1,2004,2073,8,69,1
113,2,2084,2066,10,18,1
149,2,2074,1908,4,166,1
64,1,1788,2067,5,279,1
59,2,2060,1792,7,268,1
74,1,1819,2052,6,233,1
47,2,2047,1710,8,337,1
117,2,2136,2062,4,74,1
30,1,2081,2096,4,15,1
59,2,2063,2027,4,36,1
117,2,2048,1924,6,124,1
31,2,1804,1997,9,193,0
55,2,2051,2072,6,21,0
67,2,2057,1923,6,134,1
82,1,1922,2040,9,118,1
144,0,2063,2038,8,25,0
53,2,2003,2078,5,75,0
52,2,1996,1618,5,378,1
138,0,1804,2013,4,209,0
46,1,1834,1994,8,160,1
85,1,1867,1968,11,101,1
43,2,1653,1711,4,58,0
85,1,1663,1706,6,43,1
49,2,1692,1674,3,18,1
91,2,1709,1685,6,24,1
69,2,1631,1698,3,67,0
87,1,1708,1772,4,64,1
114,1,1724,1545,5,179,0
56,1,1723,1713,3,10,0
34,1,1642,1703,2,61,1
49,2,1689,1770,5,81,0
59,2,1763,1698,2,65,1
86,2,1693,1477,5,216,1
85,2,1664,1706,8,42,0
70,1,1500,1701,3,201,1
38,1,1704,1689,4,15,0
46,1,1680,1677,2,3,0
51,2,1757,1687,4,70,1
74,1,1666,1675,3,9,1
113,2,1663,1667,6,4,0
13,2,1651,1641,5,10,1
46,1,1654,1638,3,16,0
29,1,1680,1623,5,57,0
59,2,1610,1617,7,7,0
79,2,1754,1618,6,136,1
78,1,1713,1602,2,111,0
36,1,1795,1581,3,214,0
39,1,1658,1565,5,93,0
79,2,1721,1573,9,148,1
73,2,1557,1614,9,57,0
34,1,1423,1500,8,77,1
66,1,1566,1694,6,128,1
22,1,1432,1493,7,61,1
39,2,1656,1577,2,79,1
25,2,1557,1713,6,156,0
51,2,1686,1567,5,119,1
95,2,1606,1579,3,27,1
45,2,1519,1597,3,78,0
102,1,1619,1452,2,167,0
35,2,1610,1500,6,110,1
33,2,1612,1626,9,14,0
56,1,1633,1610,3,23,0
117,2,1595,1583,5,12,1
63,2,1696,1607,9,89,1
62,1,1743,1586,3,157,0
66,0,1630,1584,3,46,0
50,1,1609,1564,7,45,0
113,2,1508,1586,3,78,0
97,2,1573,1465,4,108,1
132,1,1459,1494,4,35,1
24,1,1061,1133,3,72,1
82,1,1210,1151,3,59,0
13,2,1812,1797,4,15,1
66,1,1628,1581,8,47,0
99,2,1577,1571,4,6,1
54,1,1638,1497,5,141,0
46,2,1605,1403,6,202,1
90,1,1705,1348,2,357,0
42,2,1691,1335,4,356,1
58,1,1253,1679,2,426,1
53,2,1238,1811,6,573,0
47,2,1806,1199,5,607,1
54,1,1200,1802,2,602,1
104,1,1258,1793,3,535,1
99,0,1706,1287,8,419,0
81,2,1782,1325,7,457,1
57,2,1770,1321,4,449,1
58,1,1387,1739,2,352,1
33,2,1697,1405,5,292,1
65,2,1687,1108,4,579,1
80,1,1200,1670,2,470,1
33,2,1624,1620,9,4,1
6,1,1325,1620,4,295,1
71,2,1677,1620,9,57,1
65,2,1595,1416,3,179,1
94,1,1292,1500,1,208,1
61,2,1439,1454,3,15,0
95,2,1523,1469,5,54,1
59,2,1724,1721,9,3,1
47,2,1687,1763,10,76,0
119,2,1732,1700,6,32,1
41,2,1746,1772,3,26,0
81,0,1773,1768,6,5,0
116,1,1624,1741,3,117,1
99,0,1772,1537,10,235,0
77,2,1783,1841,5,58,0
81,2,1811,1581,5,230,1
96,0,1733,1833,4,100,0
10,2,1625,1833,2,208,0
98,1,1460,1808,10,348,1
18,1,1679,1695,1,16,1
95,2,1500,1539,3,39,0
32,1,1336,1275,3,61,0
43,1,1295,1311,6,16,1
81,1,1325,1379,6,54,1
31,2,1302,1293,6,9,1
27,2,1431,1320,6,111,1
42,2,1333,1347,3,14,0
46,2,1345,1340,7,5,1
124,1,1444,1300,7,144,0
46,1,1331,1374,2,43,1
85,2,1387,1368,2,19,1
39,2,1419,1425,4,6,0
38,1,1263,1387,4,124,1
53,2,1433,1458,5,25,0
63,2,1372,1393,5,21,0
37,2,1332,1081,8,251,1
114,0,1309,1375,5,66,0
52,1,2175,2208,14,33,1
7,0,2208,1500,6,708,0
56,0,2208,2526,10,318,0
62,1,1348,2208,2,860,1
69,2,2207,1634,7,573,1
189,2,2206,1723,9,483,1
64,1,1725,2204,11,479,1
77,2,2201,1849,3,352,1
29,2,2192,2063,6,129,1
86,1,1902,2188,10,286,1
78,1,1620,2187,2,567,1
22,0,2189,2123,11,66,0
117,2,2182,1999,8,183,1
168,1,2188,2168,15,20,0
27,2,1823,1600,5,223,1
66,1,1909,1639,3,270,0
61,2,1853,1923,1,70,0
69,2,2121,1929,9,192,1
74,1,1935,2124,7,189,1
94,1,1916,1924,5,8,1
75,2,1916,1791,4,125,1
92,1,1931,1749,3,182,0
76,1,1643,1927,1,284,1
58,2,1801,1943,9,142,0
119,2,1942,1466,8,476,1
70,1,1957,1820,7,137,0
121,2,1933,1970,4,37,0
75,2,2016,1980,2,36,1
109,2,1969,1971,6,2,0
87,2,2168,1975,11,193,1
77,2,1968,1817,2,151,1
87,2,1961,1805,12,156,1
91,2,1746,1979,5,233,0
50,1,1878,1971,8,93,1
29,2,2086,1979,8,107,1
117,1,1992,1941,5,51,0
47,2,1981,1977,4,4,1
150,1,1880,1972,2,92,1
10,2,1971,1244,7,727,1
108,1,1452,1970,3,518,1
42,1,1976,2152,5,176,1
87,2,1970,1785,5,185,1
69,2,2107,1978,3,129,1
94,1,1981,2303,5,322,1
56,1,1941,1971,4,30,1
47,2,1953,2149,12,196,0
113,2,2287,1956,10,331,1
71,2,1929,1876,6,53,1
68,1,1892,1761,5,131,0
28,1,1898,2055,6,157,1
93,2,1886,1906,3,20,0
56,1,1768,1878,5,110,1
31,2,1696,1896,6,200,0
89,0,2160,1888,6,272,0
71,2,1881,1737,2,144,1
64,1,1888,1875,5,13,0
64,1,1886,1876,2,10,0
59,2,1777,1867,7,90,0
63,1,1626,1862,2,236,1
69,2,1844,2056,13,212,0
45,1,1810,1700,9,110,0
25,2,2277,1810,10,467,1
104,1,1389,1307,5,82,0
33,2,1678,1299,10,379,1
64,1,1152,1299,3,147,1
62,1,1303,1634,6,331,1
47,2,1278,1530,6,252,0
30,2,1595,1281,6,314,1
24,2,1267,1344,8,77,0
20,2,1332,1277,8,55,1
66,1,1213,1277,8,64,1
12,1,1277,1047,3,230,0
63,1,1047,1277,3,230,1
82,2,1393,1285,3,108,1
87,2,1279,1090,2,189,1
19,2,1268,1255,4,13,1
59,2,1186,1283,3,97,0
124,1,1283,1267,5,16,0
96,1,1290,1270,1,20,0
53,2,1331,1281,4,50,1
39,2,1304,1292,1,12,1
10,1,1305,1293,3,12,0
51,2,1308,1317,8,9,0
18,1,1296,1305,13,9,1
106,1,968,1305,8,337,1
38,1,1293,1466,5,173,1
59,2,1500,1299,7,201,1
111,2,1288,1232,3,56,1
28,1,1289,2108,9,819,1
101,2,1431,1289,6,142,1
15,2,1806,1289,7,517,1
42,2,1289,1311,5,22,0
118,1,1431,1289,3,142,0
34,1,1289,1484,6,195,1
60,1,1289,1810,5,521,1
66,1,1806,1289,5,517,0
21,2,1289,1500,5,211,0
73,2,1409,1297,8,112,1
159,2,1280,1485,6,205,0
74,2,1280,1211,4,69,1
28,1,1211,1280,3,69,1
112,1,1281,1765,6,484,1
31,2,1893,1899,5,6,0
63,2,1743,1910,4,167,0
111,1,1990,1901,4,89,0
42,1,1912,1958,13,46,1
39,2,1947,1923,17,24,1
121,2,1919,1640,7,279,1
12,1,1681,1914,4,233,1
47,2,1904,1841,2,63,1
15,2,1903,1183,7,720,1
115,2,1015,1818,4,803,0
97,2,1818,1015,4,803,1
54,1,1015,1779,6,764,1
70,1,1779,1015,5,764,0
31,1,1015,1779,4,764,1
60,1,1682,1015,8,667,0
97,2,2305,1015,6,1290,1
22,1,1015,2305,11,1290,1
69,2,972,1484,3,512,0
101,2,928,1442,5,514,0
57,2,884,1415,2,531,0
76,1,1187,845,3,342,0
120,1,1450,789,3,661,0
2,1,784,1006,2,222,1
2,2,827,806,2,21,1
2,2,1025,818,2,207,1
2,2,1027,831,2,196,1
2,1,837,1216,2,379,1
2,1,844,1214,2,370,1
2,1,844,1500,2,656,1
2,2,1500,844,2,656,1
2,1,844,1500,2,656,1
2,2,1454,845,2,609,1
2,2,1500,845,2,655,1
2,1,856,1121,2,265,1
2,1,889,850,2,39,0
3,2,833,930,2,97,0
2,2,955,965,2,10,0
2,1,1004,999,2,5,0
2,1,1042,1083,2,41,1
2,2,1245,1069,2,176,1
3,2,1121,1123,3,2,0
3,2,1184,1187,3,3,0
2,1,1253,1300,2,47,1
3,2,1418,1271,3,147,1
3,2,1405,1500,3,95,0
66,0,1500,2305,6,805,0
65,2,1508,1443,3,65,1
57,2,1158,1155,7,3,1
100,0,1158,1158,3,0,0
23,2,1158,1324,8,166,0
31,1,1158,1324,8,166,1
7,2,1324,1158,5,166,1
6,1,1158,1324,5,166,1
26,1,1101,1148,7,47,1
16,1,1159,1165,8,6,1
14,1,1166,1295,8,129,1
78,0,1227,1164,4,63,0
4,2,1500,1168,4,332,1
85,2,1157,1156,4,1,1
7,0,1156,1157,3,1,0
44,1,984,1151,4,167,1
61,2,1141,1127,6,14,1
47,1,1150,1223,7,73,1
27,2,1127,1166,4,39,0
36,2,1177,1137,5,40,1
92,1,1155,1125,4,30,0
36,1,1890,1838,4,52,0
42,1,1905,2026,4,121,1
102,1,1678,1714,10,36,1
88,1,1702,1704,3,2,1
112,1,1713,1743,5,30,1
39,2,1703,1711,8,8,0
63,2,1699,1713,6,14,0
35,2,1702,1728,5,26,0
43,1,1642,1685,8,43,1
120,1,1695,1679,4,16,0
71,2,1700,1706,2,6,0
90,1,1716,1722,9,6,1
29,2,1703,1771,8,68,0
87,2,1740,1713,4,27,1
52,1,1721,1702,8,19,0
53,2,1692,1674,8,18,1
83,2,1683,1628,2,55,1
67,1,1639,1674,1,35,1
94,1,1683,1734,3,51,1
137,2,1647,1695,8,48,0
56,1,1582,1687,9,105,1
35,2,1680,1577,3,103,1
84,1,1690,1700,2,10,1
37,2,1744,1699,8,45,1
120,1,1708,1733,7,25,1
77,2,1702,1719,3,17,0
91,2,1709,1722,6,13,0
81,2,1768,1717,8,51,1
114,1,1730,1660,4,70,0
38,1,1746,1719,4,27,0
106,1,1730,1694,4,36,0
58,1,1704,1720,6,16,1
111,2,1720,1720,3,0,0
59,2,1709,1725,7,16,0
46,1,1736,1697,4,39,0
122,0,1696,1738,5,42,0
39,2,1728,1706,5,22,1
77,2,1694,1740,5,46,0
99,2,1730,1704,4,26,1
102,1,1714,1720,5,6,1
112,1,1725,1694,2,31,0
38,1,1735,1760,2,25,1
96,1,2384,2199,4,185,0
63,2,2212,2231,3,19,0
349,2,2194,2240,13,46,0
157,2,2162,2122,7,40,1
23,2,2426,2178,9,248,1
64,1,2196,2420,10,224,1
46,2,2413,2219,10,194,1
67,1,2247,2405,10,158,1
102,1,1559,1676,4,117,1
48,1,1357,1676,4,319,1
43,2,1658,1309,4,349,1
100,1,1658,1573,7,85,0
130,0,1500,1658,4,158,0
65,2,1978,1658,4,320,1
3,2,1658,1240,3,418,1
41,0,1705,1658,5,47,0
36,2,1658,1500,5,158,1
82,1,1500,1658,4,158,1
13,2,1658,1500,4,158,1
52,1,1403,1658,1,255,1
39,2,1658,1403,2,255,1
71,1,1658,1531,9,127,0
106,1,1512,1596,3,84,1
90,1,1715,1660,8,55,0
30,1,1345,1676,4,331,1
111,2,1500,1503,6,3,0
32,1,1503,1500,3,3,0
71,2,1875,1433,2,442,1
40,1,1523,1985,2,462,1
97,2,1774,1863,6,89,0
117,0,1774,1250,3,524,0
62,1,1507,1770,9,263,1
14,2,2621,1770,11,851,1
101,2,1770,1447,4,323,1
69,2,1770,1494,2,276,1
55,2,1770,1832,9,62,0
32,1,1770,1824,4,54,1
3,1,1250,1770,3,520,1
26,1,1076,1770,5,694,1
17,2,1770,1625,9,145,1
47,2,1440,1770,10,330,0
85,2,1500,1770,10,270,0
72,1,1770,1950,3,180,1
27,0,2273,2134,14,139,0
86,0,2452,1500,4,952,0
52,1,1500,2621,5,1121,1
97,0,1500,1500,2,0,0
52,1,1500,2209,2,709,1
63,2,2522,1500,6,1022,1
86,1,1500,2621,2,1121,1
143,2,2621,1500,8,1121,1
76,1,1500,1500,2,0,0
82,1,1907,1500,8,407,0
50,1,2438,1907,8,531,0
28,1,1868,1886,7,18,1
135,2,1876,1648,5,228,1
105,2,1500,1876,5,376,0
33,2,1500,1876,6,376,0
11,2,1865,1562,3,303,1
80,0,1685,1562,2,123,0
51,2,1579,1562,8,17,1
54,1,1637,1562,3,75,0
16,1,1562,1657,6,95,1
17,2,1703,1562,9,141,1
74,1,2231,1562,6,669,0
119,0,1949,1562,7,387,0
11,1,1562,1682,6,120,1
127,0,1562,2207,5,645,0
51,2,2207,1562,7,645,1
42,1,1562,2207,2,645,1
63,2,2207,1562,6,645,1
48,1,1562,2207,1,645,1
28,2,2207,1562,3,645,1
56,1,1562,2207,1,645,1
23,2,2207,1562,3,645,1
48,1,1562,2207,1,645,1
57,2,2207,1562,11,645,1
44,1,1562,1934,12,372,1
33,2,1934,1562,11,372,1
61,2,2210,1562,6,648,1
54,1,1562,2210,2,648,1
15,2,1708,1562,9,146,1
16,2,1562,1708,3,146,0
57,2,1562,1784,1,222,0
105,1,1562,2210,2,648,1
23,2,2210,1562,9,648,1
53,1,1562,2210,2,648,1
25,2,2210,1562,7,648,1
22,1,1539,1562,14,23,1
34,1,1562,2210,3,648,1
36,2,2210,1562,5,648,1
86,1,1562,2210,3,648,1
91,2,2210,1562,5,648,1
88,1,1710,1562,11,148,0
38,1,1562,2314,2,752,1
67,2,2291,1562,5,729,1
52,1,1562,2291,2,729,1
29,2,2291,1562,5,729,1
62,1,1562,2291,3,729,1
142,1,1634,1334,4,300,0
23,2,1522,1486,9,36,1
